#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1254   0.763664E+03   0.445851E+01   0.805918E-06   0.445851E+01   0.260802E+02  -0.278917E-06   0.805918E-06  -0.278917E-06   0.292831E-08
  1255   0.759900E+03   0.393174E+01   0.804521E-06   0.393174E+01   0.262533E+02  -0.280632E-06   0.804521E-06  -0.280632E-06   0.292335E-08
  1256   0.756280E+03   0.339227E+01   0.802725E-06   0.339227E+01   0.264229E+02  -0.282295E-06   0.802725E-06  -0.282295E-06   0.291841E-08
  1257   0.752656E+03   0.284013E+01   0.800550E-06   0.284013E+01   0.265905E+02  -0.283906E-06   0.800550E-06  -0.283906E-06   0.291348E-08
  1258   0.749027E+03   0.227571E+01   0.798017E-06   0.227571E+01   0.267547E+02  -0.285467E-06   0.798017E-06  -0.285467E-06   0.290856E-08
  1259   0.745469E+03   0.169927E+01   0.795148E-06   0.169927E+01   0.269169E+02  -0.286978E-06   0.795148E-06  -0.286978E-06   0.290365E-08
  1260   0.741981E+03   0.111116E+01   0.791964E-06   0.111116E+01   0.270756E+02  -0.288439E-06   0.791964E-06  -0.288439E-06   0.289875E-08
  1261   0.738564E+03   0.511582E+00   0.788485E-06   0.511582E+00   0.272324E+02  -0.289851E-06   0.788485E-06  -0.289851E-06   0.289386E-08
  1262   0.735217E+03  -0.989719E-01   0.784733E-06  -0.989719E-01   0.273864E+02  -0.291215E-06   0.784733E-06  -0.291215E-06   0.288898E-08
  1263   0.731941E+03  -0.720516E+00   0.780729E-06  -0.720516E+00   0.275370E+02  -0.292530E-06   0.780729E-06  -0.292530E-06   0.288412E-08
  1264   0.728660E+03  -0.135277E+01   0.776494E-06  -0.135277E+01   0.276848E+02  -0.293799E-06   0.776494E-06  -0.293799E-06   0.287926E-08
  1265   0.725525E+03  -0.199523E+01   0.772048E-06  -0.199523E+01   0.278292E+02  -0.295020E-06   0.772048E-06  -0.295020E-06   0.287441E-08
  1266   0.722386E+03  -0.264748E+01   0.767413E-06  -0.264748E+01   0.279709E+02  -0.296196E-06   0.767413E-06  -0.296196E-06   0.286958E-08
  1267   0.719319E+03  -0.330952E+01   0.762610E-06  -0.330952E+01   0.281083E+02  -0.297326E-06   0.762610E-06  -0.297326E-06   0.286476E-08
  1268   0.716329E+03  -0.398101E+01   0.757660E-06  -0.398101E+01   0.282445E+02  -0.298411E-06   0.757660E-06  -0.298411E-06   0.285994E-08
  1269   0.713418E+03  -0.466114E+01   0.752583E-06  -0.466114E+01   0.283750E+02  -0.299452E-06   0.752583E-06  -0.299452E-06   0.285514E-08
  1270   0.710548E+03  -0.535083E+01   0.747402E-06  -0.535083E+01   0.285027E+02  -0.300450E-06   0.747402E-06  -0.300450E-06   0.285035E-08
  1271   0.707756E+03  -0.604846E+01   0.742137E-06  -0.604846E+01   0.286277E+02  -0.301404E-06   0.742137E-06  -0.301404E-06   0.284556E-08
  1272   0.705014E+03  -0.675404E+01   0.736809E-06  -0.675404E+01   0.287493E+02  -0.302315E-06   0.736809E-06  -0.302315E-06   0.284079E-08
  1273   0.702320E+03  -0.746760E+01   0.731439E-06  -0.746760E+01   0.288666E+02  -0.303184E-06   0.731439E-06  -0.303184E-06   0.283603E-08
  1274   0.699705E+03  -0.818841E+01   0.726048E-06  -0.818841E+01   0.289797E+02  -0.304012E-06   0.726048E-06  -0.304012E-06   0.283128E-08
  1275   0.697154E+03  -0.891575E+01   0.720658E-06  -0.891575E+01   0.290900E+02  -0.304800E-06   0.720658E-06  -0.304800E-06   0.282654E-08
  1276   0.694660E+03  -0.965036E+01   0.715288E-06  -0.965036E+01   0.291969E+02  -0.305547E-06   0.715288E-06  -0.305547E-06   0.282181E-08
  1277   0.692237E+03  -0.103908E+02   0.709961E-06  -0.103908E+02   0.293002E+02  -0.306254E-06   0.709961E-06  -0.306254E-06   0.281709E-08
  1278   0.689879E+03  -0.111378E+02   0.704697E-06  -0.111378E+02   0.293993E+02  -0.306923E-06   0.704697E-06  -0.306923E-06   0.281238E-08
  1279   0.687592E+03  -0.118899E+02   0.699518E-06  -0.118899E+02   0.294942E+02  -0.307552E-06   0.699518E-06  -0.307552E-06   0.280768E-08
  1280   0.685377E+03  -0.126487E+02   0.694444E-06  -0.126487E+02   0.295864E+02  -0.308144E-06   0.694444E-06  -0.308144E-06   0.280299E-08
  1281   0.683226E+03  -0.134111E+02   0.689496E-06  -0.134111E+02   0.296743E+02  -0.308699E-06   0.689496E-06  -0.308699E-06   0.279831E-08
  1282   0.681147E+03  -0.141786E+02   0.684696E-06  -0.141786E+02   0.297579E+02  -0.309217E-06   0.684696E-06  -0.309217E-06   0.279364E-08
  1283   0.679133E+03  -0.149506E+02   0.680064E-06  -0.149506E+02   0.298381E+02  -0.309699E-06   0.680064E-06  -0.309699E-06   0.278898E-08
  1284   0.677191E+03  -0.157271E+02   0.675622E-06  -0.157271E+02   0.299140E+02  -0.310146E-06   0.675622E-06  -0.310146E-06   0.278433E-08
  1285   0.675306E+03  -0.165065E+02   0.671390E-06  -0.165065E+02   0.299864E+02  -0.310557E-06   0.671390E-06  -0.310557E-06   0.277970E-08
  1286   0.673493E+03  -0.172897E+02   0.667391E-06  -0.172897E+02   0.300538E+02  -0.310935E-06   0.667391E-06  -0.310935E-06   0.277507E-08
  1287   0.671753E+03  -0.180752E+02   0.663643E-06  -0.180752E+02   0.301177E+02  -0.311278E-06   0.663643E-06  -0.311278E-06   0.277045E-08
  1288   0.670085E+03  -0.188645E+02   0.660170E-06  -0.188645E+02   0.301773E+02  -0.311588E-06   0.660170E-06  -0.311588E-06   0.276584E-08
  1289   0.668482E+03  -0.196546E+02   0.656991E-06  -0.196546E+02   0.302335E+02  -0.311866E-06   0.656991E-06  -0.311866E-06   0.276124E-08
  1290   0.666944E+03  -0.204477E+02   0.654128E-06  -0.204477E+02   0.302846E+02  -0.312112E-06   0.654128E-06  -0.312112E-06   0.275665E-08
  1291   0.665478E+03  -0.212425E+02   0.651602E-06  -0.212425E+02   0.303322E+02  -0.312326E-06   0.651602E-06  -0.312326E-06   0.275207E-08
  1292   0.664078E+03  -0.220389E+02   0.649434E-06  -0.220389E+02   0.303741E+02  -0.312510E-06   0.649434E-06  -0.312510E-06   0.274750E-08
  1293   0.662743E+03  -0.228370E+02   0.647644E-06  -0.228370E+02   0.304140E+02  -0.312663E-06   0.647644E-06  -0.312663E-06   0.274294E-08
  1294   0.661488E+03  -0.236330E+02   0.646255E-06  -0.236330E+02   0.304488E+02  -0.312787E-06   0.646255E-06  -0.312787E-06   0.273839E-08
  1295   0.660291E+03  -0.244314E+02   0.645286E-06  -0.244314E+02   0.304794E+02  -0.312881E-06   0.645286E-06  -0.312881E-06   0.273385E-08
  1296   0.659160E+03  -0.252279E+02   0.644760E-06  -0.252279E+02   0.305064E+02  -0.312948E-06   0.644760E-06  -0.312948E-06   0.272932E-08
  1297   0.658102E+03  -0.260253E+02   0.644697E-06  -0.260253E+02   0.305292E+02  -0.312986E-06   0.644697E-06  -0.312986E-06   0.272480E-08
  1298   0.657109E+03  -0.268214E+02   0.645117E-06  -0.268214E+02   0.305477E+02  -0.312997E-06   0.645117E-06  -0.312997E-06   0.272029E-08
  1299   0.656175E+03  -0.276171E+02   0.646043E-06  -0.276171E+02   0.305620E+02  -0.312981E-06   0.646043E-06  -0.312981E-06   0.271579E-08
  1300   0.655321E+03  -0.284108E+02   0.647495E-06  -0.284108E+02   0.305712E+02  -0.312939E-06   0.647495E-06  -0.312939E-06   0.271129E-08
  1301   0.654534E+03  -0.292026E+02   0.649487E-06  -0.292026E+02   0.305776E+02  -0.312872E-06   0.649487E-06  -0.312872E-06   0.270681E-08
  1302   0.653804E+03  -0.299918E+02   0.652003E-06  -0.299918E+02   0.305790E+02  -0.312779E-06   0.652003E-06  -0.312779E-06   0.270234E-08
  1303   0.653141E+03  -0.307797E+02   0.655017E-06  -0.307797E+02   0.305761E+02  -0.312660E-06   0.655017E-06  -0.312660E-06   0.269787E-08
  1304   0.652544E+03  -0.315643E+02   0.658508E-06  -0.315643E+02   0.305697E+02  -0.312515E-06   0.658508E-06  -0.312515E-06   0.269342E-08
  1305   0.652013E+03  -0.323469E+02   0.662451E-06  -0.323469E+02   0.305582E+02  -0.312344E-06   0.662451E-06  -0.312344E-06   0.268897E-08
  1306   0.651534E+03  -0.331246E+02   0.666822E-06  -0.331246E+02   0.305440E+02  -0.312147E-06   0.666822E-06  -0.312147E-06   0.268454E-08
  1307   0.651136E+03  -0.338981E+02   0.671597E-06  -0.338981E+02   0.305246E+02  -0.311923E-06   0.671597E-06  -0.311923E-06   0.268011E-08
  1308   0.650796E+03  -0.346696E+02   0.676753E-06  -0.346696E+02   0.305010E+02  -0.311673E-06   0.676753E-06  -0.311673E-06   0.267570E-08
  1309   0.650509E+03  -0.354348E+02   0.682265E-06  -0.354348E+02   0.304723E+02  -0.311396E-06   0.682265E-06  -0.311396E-06   0.267129E-08
  1310   0.650296E+03  -0.361965E+02   0.688111E-06  -0.361965E+02   0.304408E+02  -0.311092E-06   0.688111E-06  -0.311092E-06   0.266689E-08
  1311   0.650134E+03  -0.369526E+02   0.694265E-06  -0.369526E+02   0.304049E+02  -0.310761E-06   0.694265E-06  -0.310761E-06   0.266250E-08
  1312   0.650062E+03  -0.377030E+02   0.700705E-06  -0.377030E+02   0.303655E+02  -0.310403E-06   0.700705E-06  -0.310403E-06   0.265812E-08
  1313   0.650027E+03  -0.384484E+02   0.707407E-06  -0.384484E+02   0.303210E+02  -0.310018E-06   0.707407E-06  -0.310018E-06   0.265375E-08
  1314   0.650059E+03  -0.391867E+02   0.714346E-06  -0.391867E+02   0.302729E+02  -0.309605E-06   0.714346E-06  -0.309605E-06   0.264939E-08
  1315   0.650143E+03  -0.399194E+02   0.721499E-06  -0.399194E+02   0.302211E+02  -0.309164E-06   0.721499E-06  -0.309164E-06   0.264504E-08
  1316   0.650295E+03  -0.406448E+02   0.728842E-06  -0.406448E+02   0.301643E+02  -0.308696E-06   0.728842E-06  -0.308696E-06   0.264069E-08
  1317   0.650506E+03  -0.413639E+02   0.736352E-06  -0.413639E+02   0.301054E+02  -0.308200E-06   0.736352E-06  -0.308200E-06   0.263636E-08
  1318   0.650762E+03  -0.420750E+02   0.744003E-06  -0.420750E+02   0.300406E+02  -0.307675E-06   0.744003E-06  -0.307675E-06   0.263203E-08
  1319   0.651078E+03  -0.427796E+02   0.751774E-06  -0.427796E+02   0.299722E+02  -0.307123E-06   0.751774E-06  -0.307123E-06   0.262772E-08
  1320   0.651447E+03  -0.434757E+02   0.759639E-06  -0.434757E+02   0.299002E+02  -0.306542E-06   0.759639E-06  -0.306542E-06   0.262341E-08
  1321   0.651869E+03  -0.441645E+02   0.767576E-06  -0.441645E+02   0.298253E+02  -0.305932E-06   0.767576E-06  -0.305932E-06   0.261911E-08
  1322   0.652351E+03  -0.448439E+02   0.775559E-06  -0.448439E+02   0.297445E+02  -0.305294E-06   0.775559E-06  -0.305294E-06   0.261482E-08
  1323   0.652886E+03  -0.455147E+02   0.783566E-06  -0.455147E+02   0.296608E+02  -0.304627E-06   0.783566E-06  -0.304627E-06   0.261054E-08
  1324   0.653474E+03  -0.461775E+02   0.791573E-06  -0.461775E+02   0.295735E+02  -0.303931E-06   0.791573E-06  -0.303931E-06   0.260627E-08
  1325   0.654108E+03  -0.468301E+02   0.799555E-06  -0.468301E+02   0.294826E+02  -0.303206E-06   0.799555E-06  -0.303206E-06   0.260201E-08
  1326   0.654802E+03  -0.474741E+02   0.807490E-06  -0.474741E+02   0.293879E+02  -0.302451E-06   0.807490E-06  -0.302451E-06   0.259775E-08
  1327   0.655528E+03  -0.481086E+02   0.815352E-06  -0.481086E+02   0.292904E+02  -0.301667E-06   0.815352E-06  -0.301667E-06   0.259351E-08
  1328   0.656321E+03  -0.487315E+02   0.823119E-06  -0.487315E+02   0.291892E+02  -0.300854E-06   0.823119E-06  -0.300854E-06   0.258927E-08
  1329   0.657154E+03  -0.493457E+02   0.830767E-06  -0.493457E+02   0.290836E+02  -0.300010E-06   0.830767E-06  -0.300010E-06   0.258505E-08
  1330   0.658032E+03  -0.499490E+02   0.838271E-06  -0.499490E+02   0.289743E+02  -0.299137E-06   0.838271E-06  -0.299137E-06   0.258083E-08
  1331   0.658964E+03  -0.505413E+02   0.845608E-06  -0.505413E+02   0.288620E+02  -0.298234E-06   0.845608E-06  -0.298234E-06   0.257662E-08
  1332   0.659928E+03  -0.511235E+02   0.852754E-06  -0.511235E+02   0.287461E+02  -0.297300E-06   0.852754E-06  -0.297300E-06   0.257242E-08
  1333   0.660945E+03  -0.516933E+02   0.859686E-06  -0.516933E+02   0.286265E+02  -0.296336E-06   0.859686E-06  -0.296336E-06   0.256822E-08
  1334   0.662001E+03  -0.522528E+02   0.866379E-06  -0.522528E+02   0.285047E+02  -0.295342E-06   0.866379E-06  -0.295342E-06   0.256404E-08
  1335   0.663097E+03  -0.528007E+02   0.872810E-06  -0.528007E+02   0.283784E+02  -0.294317E-06   0.872810E-06  -0.294317E-06   0.255986E-08
  1336   0.664239E+03  -0.533354E+02   0.878955E-06  -0.533354E+02   0.282500E+02  -0.293261E-06   0.878955E-06  -0.293261E-06   0.255570E-08
  1337   0.665420E+03  -0.538592E+02   0.884789E-06  -0.538592E+02   0.281170E+02  -0.292174E-06   0.884789E-06  -0.292174E-06   0.255154E-08
  1338   0.666634E+03  -0.543706E+02   0.890290E-06  -0.543706E+02   0.279819E+02  -0.291056E-06   0.890290E-06  -0.291056E-06   0.254739E-08
  1339   0.667894E+03  -0.548702E+02   0.895434E-06  -0.548702E+02   0.278430E+02  -0.289907E-06   0.895434E-06  -0.289907E-06   0.254325E-08
  1340   0.669187E+03  -0.553582E+02   0.900196E-06  -0.553582E+02   0.277019E+02  -0.288726E-06   0.900196E-06  -0.288726E-06   0.253912E-08
  1341   0.670511E+03  -0.558322E+02   0.904553E-06  -0.558322E+02   0.275585E+02  -0.287514E-06   0.904553E-06  -0.287514E-06   0.253499E-08
  1342   0.671869E+03  -0.562938E+02   0.908481E-06  -0.562938E+02   0.274114E+02  -0.286270E-06   0.908481E-06  -0.286270E-06   0.253088E-08
  1343   0.673266E+03  -0.567423E+02   0.911956E-06  -0.567423E+02   0.272614E+02  -0.284995E-06   0.911956E-06  -0.284995E-06   0.252677E-08
  1344   0.674695E+03  -0.571775E+02   0.914955E-06  -0.571775E+02   0.271083E+02  -0.283687E-06   0.914955E-06  -0.283687E-06   0.252267E-08
  1345   0.676142E+03  -0.575988E+02   0.917453E-06  -0.575988E+02   0.269537E+02  -0.282347E-06   0.917453E-06  -0.282347E-06   0.251858E-08
  1346   0.677629E+03  -0.580084E+02   0.919427E-06  -0.580084E+02   0.267953E+02  -0.280974E-06   0.919427E-06  -0.280974E-06   0.251449E-08
  1347   0.679150E+03  -0.584033E+02   0.920853E-06  -0.584033E+02   0.266347E+02  -0.279569E-06   0.920853E-06  -0.279569E-06   0.251042E-08
  1348   0.680688E+03  -0.587843E+02   0.921707E-06  -0.587843E+02   0.264718E+02  -0.278132E-06   0.921707E-06  -0.278132E-06   0.250635E-08
  1349   0.682266E+03  -0.591513E+02   0.921965E-06  -0.591513E+02   0.263051E+02  -0.276662E-06   0.921965E-06  -0.276662E-06   0.250230E-08
  1350   0.683855E+03  -0.595043E+02   0.921604E-06  -0.595043E+02   0.261376E+02  -0.275159E-06   0.921604E-06  -0.275159E-06   0.249825E-08
  1351   0.685477E+03  -0.598435E+02   0.920611E-06  -0.598435E+02   0.259671E+02  -0.273623E-06   0.920611E-06  -0.273623E-06   0.249421E-08
  1352   0.687111E+03  -0.601679E+02   0.919017E-06  -0.601679E+02   0.257943E+02  -0.272054E-06   0.919017E-06  -0.272054E-06   0.249017E-08
  1353   0.688777E+03  -0.604783E+02   0.916863E-06  -0.604783E+02   0.256207E+02  -0.270455E-06   0.916863E-06  -0.270455E-06   0.248615E-08
  1354   0.690454E+03  -0.607747E+02   0.914192E-06  -0.607747E+02   0.254440E+02  -0.268826E-06   0.914192E-06  -0.268826E-06   0.248213E-08
  1355   0.692164E+03  -0.610563E+02   0.911046E-06  -0.610563E+02   0.252651E+02  -0.267167E-06   0.911046E-06  -0.267167E-06   0.247812E-08
  1356   0.693893E+03  -0.613247E+02   0.907467E-06  -0.613247E+02   0.250853E+02  -0.265480E-06   0.907467E-06  -0.265480E-06   0.247412E-08
  1357   0.695633E+03  -0.615767E+02   0.903497E-06  -0.615767E+02   0.249024E+02  -0.263767E-06   0.903497E-06  -0.263767E-06   0.247013E-08
  1358   0.697376E+03  -0.618125E+02   0.899178E-06  -0.618125E+02   0.247180E+02  -0.262027E-06   0.899178E-06  -0.262027E-06   0.246614E-08
  1359   0.699137E+03  -0.620356E+02   0.894552E-06  -0.620356E+02   0.245320E+02  -0.260261E-06   0.894552E-06  -0.260261E-06   0.246216E-08
  1360   0.700895E+03  -0.622424E+02   0.889661E-06  -0.622424E+02   0.243459E+02  -0.258472E-06   0.889661E-06  -0.258472E-06   0.245820E-08
  1361   0.702686E+03  -0.624350E+02   0.884548E-06  -0.624350E+02   0.241560E+02  -0.256659E-06   0.884548E-06  -0.256659E-06   0.245423E-08
  1362   0.704466E+03  -0.626113E+02   0.879253E-06  -0.626113E+02   0.239653E+02  -0.254824E-06   0.879253E-06  -0.254824E-06   0.245028E-08
  1363   0.706264E+03  -0.627748E+02   0.873820E-06  -0.627748E+02   0.237730E+02  -0.252968E-06   0.873820E-06  -0.252968E-06   0.244634E-08
  1364   0.708043E+03  -0.629213E+02   0.868290E-06  -0.629213E+02   0.235798E+02  -0.251092E-06   0.868290E-06  -0.251092E-06   0.244240E-08
  1365   0.709915E+03  -0.630520E+02   0.862705E-06  -0.630520E+02   0.233851E+02  -0.249196E-06   0.862705E-06  -0.249196E-06   0.243847E-08
  1366   0.711717E+03  -0.631692E+02   0.857108E-06  -0.631692E+02   0.231887E+02  -0.247282E-06   0.857108E-06  -0.247282E-06   0.243455E-08
  1367   0.713522E+03  -0.632707E+02   0.851540E-06  -0.632707E+02   0.229907E+02  -0.245351E-06   0.851540E-06  -0.245351E-06   0.243063E-08
  1368   0.715405E+03  -0.633564E+02   0.846044E-06  -0.633564E+02   0.227934E+02  -0.243403E-06   0.846044E-06  -0.243403E-06   0.242673E-08
  1369   0.717217E+03  -0.634264E+02   0.840661E-06  -0.634264E+02   0.225937E+02  -0.241440E-06   0.840661E-06  -0.241440E-06   0.242283E-08
  1370   0.719033E+03  -0.634821E+02   0.835433E-06  -0.634821E+02   0.223939E+02  -0.239463E-06   0.835433E-06  -0.239463E-06   0.241894E-08
  1371   0.720853E+03  -0.635220E+02   0.830403E-06  -0.635220E+02   0.221932E+02  -0.237473E-06   0.830403E-06  -0.237473E-06   0.241506E-08
  1372   0.722677E+03  -0.635468E+02   0.825613E-06  -0.635468E+02   0.219917E+02  -0.235470E-06   0.825613E-06  -0.235470E-06   0.241118E-08
  1373   0.724504E+03  -0.635564E+02   0.821104E-06  -0.635564E+02   0.217900E+02  -0.233455E-06   0.821104E-06  -0.233455E-06   0.240731E-08
  1374   0.726335E+03  -0.635503E+02   0.816919E-06  -0.635503E+02   0.215874E+02  -0.231430E-06   0.816919E-06  -0.231430E-06   0.240345E-08
  1375   0.728170E+03  -0.635297E+02   0.813100E-06  -0.635297E+02   0.213839E+02  -0.229396E-06   0.813100E-06  -0.229396E-06   0.239960E-08
  1376   0.730008E+03  -0.634932E+02   0.809688E-06  -0.634932E+02   0.211803E+02  -0.227354E-06   0.809688E-06  -0.227354E-06   0.239576E-08
  1377   0.731851E+03  -0.634423E+02   0.806726E-06  -0.634423E+02   0.209773E+02  -0.225304E-06   0.806726E-06  -0.225304E-06   0.239192E-08
  1378   0.733697E+03  -0.633762E+02   0.804256E-06  -0.633762E+02   0.207720E+02  -0.223247E-06   0.804256E-06  -0.223247E-06   0.238809E-08
  1379   0.735473E+03  -0.632949E+02   0.802320E-06  -0.632949E+02   0.205687E+02  -0.221185E-06   0.802320E-06  -0.221185E-06   0.238427E-08
  1380   0.737252E+03  -0.631991E+02   0.800960E-06  -0.631991E+02   0.203630E+02  -0.219119E-06   0.800960E-06  -0.219119E-06   0.238045E-08
  1381   0.739036E+03  -0.630873E+02   0.800218E-06  -0.630873E+02   0.201586E+02  -0.217049E-06   0.800218E-06  -0.217049E-06   0.237665E-08
  1382   0.740675E+03  -0.629603E+02   0.800136E-06  -0.629603E+02   0.199541E+02  -0.214977E-06   0.800136E-06  -0.214977E-06   0.237285E-08
  1383   0.742466E+03  -0.628194E+02   0.800756E-06  -0.628194E+02   0.197494E+02  -0.212903E-06   0.800756E-06  -0.212903E-06   0.236906E-08
  1384   0.744112E+03  -0.626633E+02   0.802120E-06  -0.626633E+02   0.195453E+02  -0.210828E-06   0.802120E-06  -0.210828E-06   0.236527E-08
  1385   0.745763E+03  -0.624926E+02   0.804270E-06  -0.624926E+02   0.193410E+02  -0.208754E-06   0.804270E-06  -0.208754E-06   0.236149E-08
  1386   0.747417E+03  -0.623072E+02   0.807248E-06  -0.623072E+02   0.191372E+02  -0.206682E-06   0.807248E-06  -0.206682E-06   0.235772E-08
  1387   0.749001E+03  -0.621073E+02   0.811096E-06  -0.621073E+02   0.189341E+02  -0.204612E-06   0.811096E-06  -0.204612E-06   0.235396E-08
  1388   0.750738E+03  -0.618934E+02   0.815857E-06  -0.618934E+02   0.187307E+02  -0.202545E-06   0.815857E-06  -0.202545E-06   0.235021E-08
  1389   0.752330E+03  -0.616642E+02   0.821572E-06  -0.616642E+02   0.185279E+02  -0.200483E-06   0.821572E-06  -0.200483E-06   0.234646E-08
  1390   0.753851E+03  -0.614225E+02   0.828283E-06  -0.614225E+02   0.183264E+02  -0.198426E-06   0.828283E-06  -0.198426E-06   0.234272E-08
  1391   0.755451E+03  -0.611661E+02   0.836033E-06  -0.611661E+02   0.181255E+02  -0.196376E-06   0.836033E-06  -0.196376E-06   0.233899E-08
  1392   0.756981E+03  -0.608958E+02   0.844863E-06  -0.608958E+02   0.179251E+02  -0.194332E-06   0.844863E-06  -0.194332E-06   0.233526E-08
  1393   0.758515E+03  -0.606115E+02   0.854816E-06  -0.606115E+02   0.177260E+02  -0.192298E-06   0.854816E-06  -0.192298E-06   0.233154E-08
